bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode,purchase_price,profit,year,month,quarter,day
BILL008185,2025-01-14,381,219,4,450,20,90.0,1870.0,Card,318,528,2025,January,1,Tuesday
BILL008186,2025-07-01,18,77,4,200,10,40.0,830.0,UPI,189,44,2025,July,3,Tuesday
BILL008187,2025-02-03,512,229,1,370,30,18.5,358.5,UPI,230,140,2025,February,1,Monday
BILL008188,2025-10-19,557,4,4,262,20,188.64,1216.64,UPI,246,64,2025,October,4,Sunday
BILL008189,2025-07-24,107,158,3,181,30,0.0,513.0,Cash,122,177,2025,July,3,Thursday
BILL008190,2025-06-24,667,170,2,184,0,18.4,386.4,Cash,130,108,2025,June,2,Tuesday
BILL008191,2025-01-08,87,135,4,216,20,155.52,999.52,Card,83,532,2025,January,1,Wednesday
BILL008192,2025-06-30,458,159,3,77,30,41.58,242.58,Cash,30,141,2025,June,2,Monday
BILL008193,2025-07-13,926,194,3,476,20,0.0,1408.0,UPI,363,339,2025,July,3,Sunday
BILL008194,2025-04-07,231,216,3,340,20,122.4,1122.4,UPI,222,354,2025,April,2,Monday
BILL008195,2025-07-19,238,9,4,383,0,76.6,1608.6,UPI,356,108,2025,July,3,Saturday
BILL008196,2025-03-08,346,184,3,332,0,49.8,1045.8,Card,249,249,2025,March,1,Saturday
BILL008197,2025-08-12,886,175,5,466,50,0.0,2280.0,Cash,317,745,2025,August,3,Tuesday
BILL008198,2025-07-22,579,147,4,293,50,58.6,1180.6,UPI,144,596,2025,July,3,Tuesday
BILL008199,2025-05-04,902,66,2,161,10,57.96,369.96,Card,103,116,2025,May,2,Sunday
BILL008200,2025-09-26,900,158,2,181,20,0.0,342.0,UPI,122,118,2025,September,3,Friday
BILL008201,2025-07-19,535,178,3,179,10,96.66,623.66,Card,70,327,2025,July,3,Saturday
BILL008202,2025-06-01,622,4,3,262,10,141.48,917.48,UPI,246,48,2025,June,2,Sunday
BILL008203,2025-08-01,677,50,3,117,10,42.12,383.12,UPI,22,285,2025,August,3,Friday
BILL008204,2025-12-26,436,237,3,345,30,124.2,1129.2,Cash,296,147,2025,December,4,Friday
BILL008205,2025-01-20,958,149,4,383,30,0.0,1502.0,Cash,245,552,2025,January,1,Monday
BILL008206,2025-04-09,321,164,2,144,10,14.4,292.4,UPI,100,88,2025,April,2,Wednesday
BILL008207,2026-01-01,260,120,1,345,50,62.1,357.1,Card,254,91,2026,January,1,Thursday
BILL008208,2025-03-01,772,213,1,109,10,0.0,99.0,Card,23,86,2025,March,1,Saturday
BILL008209,2025-06-08,126,84,5,365,50,219.0,1994.0,Cash,233,660,2025,June,2,Sunday
BILL008210,2025-08-29,860,25,2,222,20,22.2,446.2,Card,181,82,2025,August,3,Friday
BILL008211,2025-06-24,817,88,4,104,20,74.88,470.88,Cash,77,108,2025,June,2,Tuesday
BILL008212,2025-06-26,213,126,1,219,0,0.0,219.0,Cash,196,23,2025,June,2,Thursday
BILL008213,2025-10-21,132,192,5,475,50,0.0,2325.0,Cash,364,555,2025,October,4,Tuesday
BILL008214,2025-06-01,322,80,4,225,10,45.0,935.0,UPI,173,208,2025,June,2,Sunday
BILL008215,2025-11-09,546,178,5,179,50,161.1,1006.1,UPI,70,545,2025,November,4,Sunday
BILL008216,2025-10-10,69,61,3,384,30,138.24,1260.24,Card,341,129,2025,October,4,Friday
BILL008217,2025-10-07,351,103,5,378,50,94.5,1934.5,Cash,328,250,2025,October,4,Tuesday
BILL008218,2025-08-06,951,215,4,406,20,292.32,1896.32,Cash,298,432,2025,August,3,Wednesday
BILL008219,2025-02-25,410,123,2,220,10,0.0,430.0,UPI,198,44,2025,February,1,Tuesday
BILL008220,2025-03-19,928,106,3,336,50,181.44,1139.44,Cash,269,201,2025,March,1,Wednesday
BILL008221,2025-05-29,544,189,1,211,0,37.98,248.98,Cash,144,67,2025,May,2,Thursday
BILL008222,2025-12-10,803,56,1,382,0,19.1,401.1,UPI,233,149,2025,December,4,Wednesday
BILL008223,2025-08-03,722,207,4,249,10,49.8,1035.8,Card,133,464,2025,August,3,Sunday
BILL008224,2025-03-09,743,184,5,332,30,83.0,1713.0,UPI,249,415,2025,March,1,Sunday
BILL008225,2025-08-12,1,20,2,212,10,76.32,490.32,Card,142,140,2025,August,3,Tuesday
BILL008226,2025-01-11,173,142,1,415,0,20.75,435.75,Cash,315,100,2025,January,1,Saturday
BILL008227,2025-06-15,782,11,4,294,20,141.12,1297.12,UPI,283,44,2025,June,2,Sunday
BILL008228,2025-05-13,293,145,1,477,30,23.85,470.85,UPI,373,104,2025,May,2,Tuesday
BILL008229,2025-01-06,268,198,3,333,10,179.82,1168.82,Cash,235,294,2025,January,1,Monday
BILL008230,2025-04-14,447,43,5,417,30,104.25,2159.25,UPI,315,510,2025,April,2,Monday
BILL008231,2025-12-25,536,45,3,415,10,0.0,1235.0,Cash,374,123,2025,December,4,Thursday
BILL008232,2025-11-12,103,196,3,470,30,169.2,1549.2,Card,324,438,2025,November,4,Wednesday
BILL008233,2025-07-18,565,21,2,364,0,36.4,764.4,Cash,223,282,2025,July,3,Friday
BILL008234,2025-06-08,738,99,3,111,0,16.65,349.65,Card,33,234,2025,June,2,Sunday
BILL008235,2025-02-04,544,16,4,410,30,196.8,1806.8,Card,307,412,2025,February,1,Tuesday
BILL008236,2025-09-02,251,108,4,423,0,84.6,1776.6,Card,277,584,2025,September,3,Tuesday
BILL008237,2025-06-24,907,15,2,372,20,89.28,813.28,Cash,296,152,2025,June,2,Tuesday
BILL008238,2025-10-21,887,163,4,394,50,0.0,1526.0,UPI,246,592,2025,October,4,Tuesday
BILL008239,2025-11-01,109,103,3,378,20,56.7,1170.7,Card,328,150,2025,November,4,Saturday
BILL008240,2025-11-18,654,205,4,126,30,25.2,499.2,Cash,54,288,2025,November,4,Tuesday
BILL008241,2025-12-17,455,229,1,370,10,18.5,378.5,UPI,230,140,2025,December,4,Wednesday
BILL008242,2025-01-14,914,162,3,335,0,180.9,1185.9,UPI,299,108,2025,January,1,Tuesday
BILL008243,2025-11-16,44,99,2,111,0,11.1,233.1,Cash,33,156,2025,November,4,Sunday
BILL008244,2025-08-21,59,132,3,296,20,44.4,912.4,UPI,208,264,2025,August,3,Thursday
BILL008245,2025-06-30,1,199,5,460,10,414.0,2704.0,UPI,372,440,2025,June,2,Monday
BILL008246,2025-12-18,899,179,2,125,30,30.0,250.0,Cash,87,76,2025,December,4,Thursday
BILL008247,2025-08-06,383,57,1,318,20,15.9,313.9,Cash,174,144,2025,August,3,Wednesday
BILL008248,2025-07-10,729,79,4,344,30,247.68,1593.68,Card,272,288,2025,July,3,Thursday
BILL008249,2025-12-19,166,54,4,218,50,104.64,926.64,Card,86,528,2025,December,4,Friday
BILL008250,2025-01-08,470,112,1,428,0,21.4,449.4,Card,355,73,2025,January,1,Wednesday
BILL008251,2025-04-20,847,192,2,475,0,0.0,950.0,Card,364,222,2025,April,2,Sunday
BILL008252,2025-05-03,449,87,4,467,0,0.0,1868.0,UPI,333,536,2025,May,2,Saturday
BILL008253,2025-08-02,884,221,3,167,20,90.18,571.18,UPI,38,387,2025,August,3,Saturday
BILL008254,2025-06-19,812,223,2,324,30,116.64,734.64,Cash,187,274,2025,June,2,Thursday
BILL008255,2025-08-02,188,173,5,167,20,150.3,965.3,Cash,66,505,2025,August,3,Saturday
BILL008256,2025-05-20,307,238,4,283,0,135.84,1267.84,Cash,185,392,2025,May,2,Tuesday
BILL008257,2025-06-30,46,183,4,513,10,246.24,2288.24,Cash,395,472,2025,June,2,Monday
BILL008258,2025-07-27,928,72,2,115,0,41.4,271.4,UPI,78,74,2025,July,3,Sunday
BILL008259,2025-01-15,347,34,1,311,20,37.32,328.32,UPI,300,11,2025,January,1,Wednesday
BILL008260,2025-10-25,136,92,2,337,30,0.0,644.0,Cash,216,242,2025,October,4,Saturday
BILL008261,2025-10-26,365,35,5,158,10,142.2,922.2,Cash,90,340,2025,October,4,Sunday
BILL008262,2025-07-23,841,186,5,433,0,0.0,2165.0,Card,355,390,2025,July,3,Wednesday
BILL008263,2025-12-16,655,46,2,79,30,28.44,156.44,Cash,57,44,2025,December,4,Tuesday
BILL008264,2025-01-24,149,182,5,138,20,34.5,704.5,Cash,128,50,2025,January,1,Friday
BILL008265,2025-08-19,296,7,1,63,20,11.34,54.34,UPI,21,42,2025,August,3,Tuesday
BILL008266,2025-06-09,975,227,2,193,30,19.3,375.3,Cash,180,26,2025,June,2,Monday
BILL008267,2025-02-26,163,150,1,89,30,4.45,63.45,UPI,66,23,2025,February,1,Wednesday
BILL008268,2025-02-25,866,28,5,105,10,63.0,578.0,Cash,58,235,2025,February,1,Tuesday
BILL008269,2025-03-21,909,85,3,174,0,93.96,615.96,Cash,161,39,2025,March,1,Friday
BILL008270,2025-10-24,929,91,4,304,20,60.8,1256.8,UPI,249,220,2025,October,4,Friday
BILL008271,2025-04-10,756,85,1,174,0,31.32,205.32,Cash,161,13,2025,April,2,Thursday
BILL008272,2025-04-07,128,148,4,377,30,0.0,1478.0,UPI,274,412,2025,April,2,Monday
BILL008273,2025-04-16,581,5,1,221,20,26.52,227.52,Card,132,89,2025,April,2,Wednesday
BILL008274,2025-07-09,150,148,3,377,50,0.0,1081.0,Cash,274,309,2025,July,3,Wednesday
BILL008275,2025-01-21,485,57,2,318,20,31.8,647.8,Cash,174,288,2025,January,1,Tuesday
BILL008276,2025-11-12,47,168,1,255,30,45.9,270.9,Cash,164,91,2025,November,4,Wednesday
BILL008277,2025-03-11,438,139,1,311,30,15.55,296.55,UPI,201,110,2025,March,1,Tuesday
BILL008278,2025-11-27,63,141,1,271,50,13.55,234.55,Card,193,78,2025,November,4,Thursday
BILL008279,2025-04-19,517,41,5,391,30,97.75,2022.75,Card,323,340,2025,April,2,Saturday
BILL008280,2025-08-03,713,187,1,188,10,33.84,211.84,UPI,171,17,2025,August,3,Sunday
BILL008281,2025-11-26,182,17,2,409,10,40.9,848.9,Card,292,234,2025,November,4,Wednesday
BILL008282,2025-06-01,719,22,3,395,30,142.2,1297.2,UPI,368,81,2025,June,2,Sunday
BILL008283,2025-11-24,768,27,2,216,0,21.6,453.6,Card,124,184,2025,November,4,Monday
BILL008284,2025-08-21,272,190,1,71,50,3.55,24.55,Card,37,34,2025,August,3,Thursday
BILL008285,2025-10-01,628,160,2,283,50,101.88,617.88,Card,257,52,2025,October,4,Wednesday
BILL008286,2025-05-06,619,189,4,211,30,151.92,965.92,UPI,144,268,2025,May,2,Tuesday
BILL008287,2025-01-06,738,43,2,417,30,41.7,845.7,UPI,315,204,2025,January,1,Monday
BILL008288,2025-02-13,377,117,1,179,10,8.95,177.95,UPI,42,137,2025,February,1,Thursday
BILL008289,2025-07-29,489,82,4,188,20,0.0,732.0,Card,166,88,2025,July,3,Tuesday
BILL008290,2025-04-02,169,26,3,445,10,0.0,1325.0,Card,392,159,2025,April,2,Wednesday
BILL008291,2025-01-04,390,36,2,318,0,0.0,636.0,Card,173,290,2025,January,1,Saturday
BILL008292,2025-05-26,71,92,1,337,10,0.0,327.0,Card,216,121,2025,May,2,Monday
BILL008293,2025-12-29,208,36,1,318,10,0.0,308.0,Card,173,145,2025,December,4,Monday
BILL008294,2025-05-12,851,73,2,142,50,14.2,248.2,UPI,86,112,2025,May,2,Monday
BILL008295,2025-01-21,133,218,2,400,30,144.0,914.0,UPI,273,254,2025,January,1,Tuesday
BILL008296,2025-10-08,658,55,5,228,10,57.0,1187.0,Cash,119,545,2025,October,4,Wednesday
BILL008297,2025-02-27,150,112,3,428,30,64.2,1318.2,UPI,355,219,2025,February,1,Thursday
BILL008298,2025-09-21,99,117,2,179,30,17.9,345.9,Card,42,274,2025,September,3,Sunday
BILL008299,2025-11-27,364,210,5,319,30,287.1,1852.1,UPI,269,250,2025,November,4,Thursday
BILL008300,2025-02-26,866,175,4,466,30,0.0,1834.0,UPI,317,596,2025,February,1,Wednesday
BILL008301,2025-07-08,143,173,3,167,20,90.18,571.18,UPI,66,303,2025,July,3,Tuesday
BILL008302,2025-02-28,726,130,4,158,0,0.0,632.0,UPI,105,212,2025,February,1,Friday
BILL008303,2025-06-01,967,14,3,326,30,117.36,1065.36,Cash,189,411,2025,June,2,Sunday
BILL008304,2025-12-08,689,79,3,344,30,185.76,1187.76,Cash,272,216,2025,December,4,Monday
BILL008305,2025-07-13,92,81,5,415,20,0.0,2055.0,Cash,318,485,2025,July,3,Sunday
BILL008306,2025-03-31,592,99,2,111,10,11.1,223.1,UPI,33,156,2025,March,1,Monday
BILL008307,2025-04-28,314,166,2,408,10,0.0,806.0,Card,388,40,2025,April,2,Monday
BILL008308,2025-11-23,780,119,2,388,50,93.12,819.12,Card,303,170,2025,November,4,Sunday
BILL008309,2025-06-11,996,43,5,417,0,104.25,2189.25,Cash,315,510,2025,June,2,Wednesday
BILL008310,2025-06-09,636,37,3,235,20,84.6,769.6,Cash,143,276,2025,June,2,Monday
BILL008311,2025-12-09,707,171,5,162,50,145.8,905.8,UPI,96,330,2025,December,4,Tuesday
BILL008312,2025-06-12,87,62,4,322,30,231.84,1489.84,Cash,280,168,2025,June,2,Thursday
BILL008313,2025-07-21,272,191,3,358,0,0.0,1074.0,Cash,214,432,2025,July,3,Monday
BILL008314,2025-01-11,414,123,1,220,10,0.0,210.0,Cash,198,22,2025,January,1,Saturday
BILL008315,2025-01-12,146,178,3,179,0,96.66,633.66,Card,70,327,2025,January,1,Sunday
BILL008316,2025-02-18,451,148,3,377,20,0.0,1111.0,Cash,274,309,2025,February,1,Tuesday
BILL008317,2025-04-26,593,14,4,326,20,156.48,1440.48,Card,189,548,2025,April,2,Saturday
BILL008318,2025-03-24,72,7,1,63,20,11.34,54.34,Card,21,42,2025,March,1,Monday
BILL008319,2025-07-11,24,86,1,271,0,32.52,303.52,Cash,132,139,2025,July,3,Friday
BILL008320,2025-05-02,628,120,2,345,10,124.2,804.2,UPI,254,182,2025,May,2,Friday
BILL008321,2025-06-11,185,148,2,377,50,0.0,704.0,Cash,274,206,2025,June,2,Wednesday
BILL008322,2025-09-07,573,157,4,517,50,0.0,2018.0,Cash,388,516,2025,September,3,Sunday
BILL008323,2025-05-09,813,38,1,479,0,23.95,502.95,Cash,376,103,2025,May,2,Friday
BILL008324,2025-01-25,882,94,5,188,50,169.2,1059.2,Card,129,295,2025,January,1,Saturday
BILL008325,2025-05-21,682,234,5,245,50,61.25,1236.25,Cash,137,540,2025,May,2,Wednesday
BILL008326,2025-10-01,264,220,3,164,50,24.6,466.6,Cash,128,108,2025,October,4,Wednesday
BILL008327,2025-04-19,223,137,2,92,50,33.12,167.12,Cash,69,46,2025,April,2,Saturday
BILL008328,2025-07-22,872,141,3,271,0,40.65,853.65,Card,193,234,2025,July,3,Tuesday
BILL008329,2025-08-01,655,8,3,305,30,109.8,994.8,Cash,288,51,2025,August,3,Friday
BILL008330,2025-06-23,889,130,2,158,10,0.0,306.0,Cash,105,106,2025,June,2,Monday
BILL008331,2025-06-04,862,144,3,278,0,0.0,834.0,Cash,182,288,2025,June,2,Wednesday
BILL008332,2025-08-22,477,134,5,242,0,145.2,1355.2,Card,136,530,2025,August,3,Friday
BILL008333,2025-05-22,552,204,4,73,20,0.0,272.0,Card,60,52,2025,May,2,Thursday
BILL008334,2025-04-13,575,39,3,349,0,52.35,1099.35,Card,339,30,2025,April,2,Sunday
BILL008335,2025-10-11,52,49,1,120,30,6.0,96.0,Cash,106,14,2025,October,4,Saturday
BILL008336,2025-02-11,965,203,5,453,30,407.7,2642.7,Card,315,690,2025,February,1,Tuesday
BILL008337,2025-12-17,269,5,1,221,0,26.52,247.52,Card,132,89,2025,December,4,Wednesday
BILL008338,2025-10-19,4,5,5,221,10,132.6,1227.6,Cash,132,445,2025,October,4,Sunday
BILL008339,2025-02-27,559,213,2,109,30,0.0,188.0,Cash,23,172,2025,February,1,Thursday
BILL008340,2025-01-29,320,156,5,314,0,188.4,1758.4,Cash,171,715,2025,January,1,Wednesday
BILL008341,2025-05-31,649,49,4,120,10,24.0,494.0,UPI,106,56,2025,May,2,Saturday
BILL008342,2025-07-22,123,102,2,312,20,0.0,604.0,Card,263,98,2025,July,3,Tuesday
BILL008343,2025-09-10,759,128,1,347,30,62.46,379.46,Card,261,86,2025,September,3,Wednesday
BILL008344,2025-10-11,41,181,3,232,0,83.52,779.52,Cash,125,321,2025,October,4,Saturday
BILL008345,2025-09-23,346,116,4,225,30,108.0,978.0,Card,97,512,2025,September,3,Tuesday
BILL008346,2025-10-03,735,80,2,225,0,22.5,472.5,Cash,173,104,2025,October,4,Friday
BILL008347,2025-01-09,548,79,1,344,30,61.92,375.92,Cash,272,72,2025,January,1,Thursday
BILL008348,2025-11-29,917,205,3,126,20,18.9,376.9,Card,54,216,2025,November,4,Saturday
BILL008349,2025-05-05,575,48,1,423,30,50.76,443.76,UPI,313,110,2025,May,2,Monday
BILL008350,2025-11-22,648,113,5,185,30,46.25,941.25,Card,100,425,2025,November,4,Saturday
BILL008351,2025-03-14,447,46,2,79,0,28.44,186.44,Cash,57,44,2025,March,1,Friday
BILL008352,2025-10-15,404,144,2,278,0,0.0,556.0,Cash,182,192,2025,October,4,Wednesday
BILL008353,2025-08-12,285,197,1,410,20,49.2,439.2,Card,288,122,2025,August,3,Tuesday
BILL008354,2025-08-17,812,51,2,181,20,65.16,407.16,Cash,125,112,2025,August,3,Sunday
BILL008355,2025-12-08,767,16,2,410,30,98.4,888.4,Cash,307,206,2025,December,4,Monday
BILL008356,2025-06-17,171,89,5,305,0,274.5,1799.5,UPI,235,350,2025,June,2,Tuesday
BILL008357,2025-01-13,771,188,5,477,50,429.3,2764.3,Card,348,645,2025,January,1,Monday
BILL008358,2025-12-23,976,123,2,220,30,0.0,410.0,UPI,198,44,2025,December,4,Tuesday
BILL008359,2025-02-26,485,153,3,315,50,113.4,1008.4,UPI,259,168,2025,February,1,Wednesday
BILL008360,2025-06-05,827,147,2,293,20,29.3,595.3,Cash,144,298,2025,June,2,Thursday
BILL008361,2025-05-24,575,139,4,311,10,62.2,1296.2,Card,201,440,2025,May,2,Saturday
BILL008362,2025-06-01,965,164,1,144,10,7.2,141.2,Cash,100,44,2025,June,2,Sunday
BILL008363,2025-04-01,580,232,5,148,50,0.0,690.0,Cash,27,605,2025,April,2,Tuesday
BILL008364,2025-03-08,555,164,3,144,30,21.6,423.6,Cash,100,132,2025,March,1,Saturday
BILL008365,2025-10-26,310,129,5,500,30,125.0,2595.0,Cash,387,565,2025,October,4,Sunday
BILL008366,2025-03-25,640,172,2,238,10,23.8,489.8,Card,134,208,2025,March,1,Tuesday
BILL008367,2025-11-29,74,126,4,219,10,0.0,866.0,Card,196,92,2025,November,4,Saturday
BILL008368,2025-07-22,473,23,3,206,30,74.16,662.16,UPI,61,435,2025,July,3,Tuesday
BILL008369,2025-12-20,51,107,5,198,20,49.5,1019.5,UPI,117,405,2025,December,4,Saturday
BILL008370,2025-11-27,235,215,1,406,50,73.08,429.08,Cash,298,108,2025,November,4,Thursday
BILL008371,2025-11-21,391,166,4,408,50,0.0,1582.0,Card,388,80,2025,November,4,Friday
BILL008372,2025-12-06,537,12,4,453,30,217.44,1999.44,Cash,323,520,2025,December,4,Saturday
BILL008373,2025-04-22,113,218,2,400,10,144.0,934.0,Cash,273,254,2025,April,2,Tuesday
BILL008374,2025-11-09,193,11,3,294,0,105.84,987.84,Card,283,33,2025,November,4,Sunday
BILL008375,2025-09-11,386,206,4,440,50,0.0,1710.0,Card,298,568,2025,September,3,Thursday
BILL008376,2025-04-14,771,29,2,81,20,19.44,161.44,Cash,43,76,2025,April,2,Monday
BILL008377,2025-04-14,520,150,4,89,20,17.8,353.8,Cash,66,92,2025,April,2,Monday
BILL008378,2025-06-01,1000,213,5,109,20,0.0,525.0,Cash,23,430,2025,June,2,Sunday
BILL008379,2025-06-02,47,208,4,124,10,59.52,545.52,Card,57,268,2025,June,2,Monday
BILL008380,2025-01-10,155,103,4,378,10,75.6,1577.6,Card,328,200,2025,January,1,Friday
BILL008381,2025-02-09,935,14,2,326,20,78.24,710.24,Cash,189,274,2025,February,1,Sunday
BILL008382,2025-02-15,567,154,1,366,10,18.3,374.3,Cash,229,137,2025,February,1,Saturday
BILL008383,2025-07-13,104,87,3,467,10,0.0,1391.0,Cash,333,402,2025,July,3,Sunday
BILL008384,2025-07-11,351,31,2,178,10,17.8,363.8,Card,110,136,2025,July,3,Friday
BILL008385,2025-05-14,721,164,4,144,0,28.8,604.8,UPI,100,176,2025,May,2,Wednesday
BILL008386,2025-07-20,931,187,5,188,10,169.2,1099.2,Cash,171,85,2025,July,3,Sunday
BILL008387,2025-09-19,502,40,2,212,0,76.32,500.32,UPI,152,120,2025,September,3,Friday
BILL008388,2025-08-11,299,135,4,216,0,155.52,1019.52,Card,83,532,2025,August,3,Monday
BILL008389,2025-04-06,793,152,5,259,30,0.0,1265.0,Card,134,625,2025,April,2,Sunday
BILL008390,2025-04-26,369,22,4,395,50,189.6,1719.6,Card,368,108,2025,April,2,Saturday
BILL008391,2025-06-24,66,43,3,417,20,62.55,1293.55,UPI,315,306,2025,June,2,Tuesday
BILL008392,2025-08-06,80,77,2,200,30,20.0,390.0,Cash,189,22,2025,August,3,Wednesday
BILL008393,2025-04-26,642,184,3,332,0,49.8,1045.8,UPI,249,249,2025,April,2,Saturday
BILL008394,2025-11-17,779,17,5,409,0,102.25,2147.25,UPI,292,585,2025,November,4,Monday
BILL008395,2025-02-19,862,150,2,89,50,8.9,136.9,UPI,66,46,2025,February,1,Wednesday
BILL008396,2025-12-28,263,216,5,340,30,204.0,1874.0,Card,222,590,2025,December,4,Sunday
BILL008397,2025-11-12,714,72,4,115,20,82.8,522.8,UPI,78,148,2025,November,4,Wednesday
BILL008398,2025-07-10,578,167,5,420,20,0.0,2080.0,Card,338,410,2025,July,3,Thursday
BILL008399,2025-12-23,994,193,3,526,0,284.04,1862.04,Cash,385,423,2025,December,4,Tuesday
BILL008400,2025-05-18,763,129,4,500,0,100.0,2100.0,Card,387,452,2025,May,2,Sunday
BILL008401,2025-09-12,156,188,5,477,0,429.3,2814.3,UPI,348,645,2025,September,3,Friday
BILL008402,2025-11-18,3,6,2,330,0,118.8,778.8,UPI,187,286,2025,November,4,Tuesday
BILL008403,2025-07-18,8,94,2,188,0,67.68,443.68,UPI,129,118,2025,July,3,Friday
BILL008404,2025-03-14,594,228,3,229,50,123.66,760.66,Card,134,285,2025,March,1,Friday
BILL008405,2025-07-03,647,184,2,332,50,33.2,647.2,Cash,249,166,2025,July,3,Thursday
BILL008406,2025-03-20,291,214,5,506,10,455.4,2975.4,UPI,384,610,2025,March,1,Thursday
BILL008407,2025-10-30,825,182,3,138,10,20.7,424.7,Cash,128,30,2025,October,4,Thursday
BILL008408,2025-08-05,329,151,3,304,10,164.16,1066.16,Card,174,390,2025,August,3,Tuesday
BILL008409,2025-09-05,406,111,1,132,50,23.76,105.76,Cash,36,96,2025,September,3,Friday
BILL008410,2025-03-25,875,141,5,271,20,67.75,1402.75,Card,193,390,2025,March,1,Tuesday
BILL008411,2025-03-10,14,182,1,138,50,6.9,94.9,UPI,128,10,2025,March,1,Monday
BILL008412,2025-01-15,378,210,1,319,50,57.42,326.42,Cash,269,50,2025,January,1,Wednesday
BILL008413,2025-08-13,880,148,5,377,20,0.0,1865.0,Card,274,515,2025,August,3,Wednesday
BILL008414,2025-04-03,752,4,2,262,50,94.32,568.32,Cash,246,32,2025,April,2,Thursday
BILL008415,2025-12-27,580,123,5,220,0,0.0,1100.0,Cash,198,110,2025,December,4,Saturday
BILL008416,2025-01-21,774,143,3,228,30,123.12,777.12,Cash,145,249,2025,January,1,Tuesday
BILL008417,2025-02-15,807,55,1,228,30,11.4,209.4,UPI,119,109,2025,February,1,Saturday
BILL008418,2025-07-06,919,118,4,405,10,0.0,1610.0,Cash,368,148,2025,July,3,Sunday
BILL008419,2025-05-31,976,147,3,293,30,43.95,892.95,Cash,144,447,2025,May,2,Saturday
BILL008420,2025-11-16,571,205,1,126,30,6.3,102.3,Cash,54,72,2025,November,4,Sunday
BILL008421,2025-05-16,351,98,5,413,10,103.25,2158.25,UPI,353,300,2025,May,2,Friday
BILL008422,2025-03-11,83,77,3,200,30,30.0,600.0,Cash,189,33,2025,March,1,Tuesday
BILL008423,2025-09-29,104,133,3,270,0,0.0,810.0,Cash,197,219,2025,September,3,Monday
BILL008424,2025-12-21,212,72,4,115,30,82.8,512.8,Cash,78,148,2025,December,4,Sunday
BILL008425,2025-11-12,980,23,4,206,10,98.88,912.88,Cash,61,580,2025,November,4,Wednesday
BILL008426,2025-10-06,630,240,4,127,30,91.44,569.44,UPI,105,88,2025,October,4,Monday
BILL008427,2025-10-02,42,212,4,285,10,136.8,1266.8,Cash,239,184,2025,October,4,Thursday
BILL008428,2025-09-08,721,89,5,305,10,274.5,1789.5,UPI,235,350,2025,September,3,Monday
BILL008429,2025-11-03,741,215,2,406,50,146.16,908.16,Card,298,216,2025,November,4,Monday
BILL008430,2025-06-01,977,25,4,222,50,44.4,882.4,UPI,181,164,2025,June,2,Sunday
BILL008431,2025-10-02,403,238,3,283,20,101.88,930.88,Card,185,294,2025,October,4,Thursday
BILL008432,2025-08-09,717,23,5,206,30,123.6,1123.6,UPI,61,725,2025,August,3,Saturday
BILL008433,2025-01-02,418,234,5,245,50,61.25,1236.25,UPI,137,540,2025,January,1,Thursday
BILL008434,2025-08-20,161,159,3,77,30,41.58,242.58,UPI,30,141,2025,August,3,Wednesday
BILL008435,2025-04-23,626,68,4,424,10,0.0,1686.0,Cash,352,288,2025,April,2,Wednesday
BILL008436,2025-07-25,693,118,5,405,50,0.0,1975.0,Cash,368,185,2025,July,3,Friday
BILL008437,2025-01-19,26,233,3,275,20,99.0,904.0,Card,215,180,2025,January,1,Sunday
BILL008438,2025-12-26,95,168,2,255,30,91.8,571.8,UPI,164,182,2025,December,4,Friday
BILL008439,2025-04-22,670,112,5,428,30,107.0,2217.0,UPI,355,365,2025,April,2,Tuesday
BILL008440,2025-06-06,811,185,4,436,50,0.0,1694.0,UPI,325,444,2025,June,2,Friday
BILL008441,2025-02-18,256,234,2,245,30,24.5,484.5,Cash,137,216,2025,February,1,Tuesday
BILL008442,2025-01-20,531,224,3,248,0,89.28,833.28,UPI,154,282,2025,January,1,Monday
BILL008443,2025-03-31,823,32,5,325,30,195.0,1790.0,UPI,197,640,2025,March,1,Monday
BILL008444,2025-11-05,950,42,5,171,50,0.0,805.0,UPI,107,320,2025,November,4,Wednesday
BILL008445,2025-03-25,998,11,5,294,20,176.4,1626.4,Card,283,55,2025,March,1,Tuesday
BILL008446,2025-07-02,294,214,5,506,20,455.4,2965.4,UPI,384,610,2025,July,3,Wednesday
BILL008447,2025-02-16,360,15,5,372,0,223.2,2083.2,Card,296,380,2025,February,1,Sunday
BILL008448,2025-02-15,24,94,1,188,30,33.84,191.84,Cash,129,59,2025,February,1,Saturday
BILL008449,2025-07-12,707,12,2,453,50,108.72,964.72,UPI,323,260,2025,July,3,Saturday
BILL008450,2025-01-17,559,220,4,164,20,32.8,668.8,Cash,128,144,2025,January,1,Friday
BILL008451,2025-07-22,196,97,5,473,10,425.7,2780.7,UPI,399,370,2025,July,3,Tuesday
BILL008452,2025-03-22,507,106,4,336,20,241.92,1565.92,Cash,269,268,2025,March,1,Saturday
BILL008453,2025-09-05,966,79,5,344,10,309.6,2019.6,Card,272,360,2025,September,3,Friday
BILL008454,2025-05-28,48,68,5,424,50,0.0,2070.0,Card,352,360,2025,May,2,Wednesday
BILL008455,2025-08-09,381,193,4,526,20,378.72,2462.72,Cash,385,564,2025,August,3,Saturday
BILL008456,2025-04-12,970,67,1,350,50,0.0,300.0,Cash,202,148,2025,April,2,Saturday
