bill_no,date,customer_id,product_id,quantity,selling_price,discount,gst,total_amount,payment_mode
BILL009052,2025-08-09,986,35,1,158,20,28.44,166.44,Card
BILL009053,2025-05-24,961,118,2,405,0,0.0,810.0,Card
BILL009054,2025-05-25,270,10,1,369,0,44.28,413.28,Card
BILL009055,2025-06-25,100,198,2,333,10,119.88,775.88,Cash
BILL009056,2025-06-06,900,160,2,283,20,101.88,647.88,Cash
BILL009057,2025-08-04,426,202,2,202,20,72.72,456.72,UPI
BILL009058,2025-09-12,706,126,1,219,10,0.0,209.0,Cash
BILL009059,2025-04-12,426,13,4,275,50,0.0,1050.0,Card
BILL009060,2025-01-01,16,222,4,428,10,85.6,1787.6,UPI
BILL009061,2025-06-29,569,51,4,181,10,130.32,844.32,Card
BILL009062,2025-11-15,179,30,3,359,30,193.86,1240.86,Cash
BILL009063,2025-06-08,948,234,2,245,10,24.5,504.5,Card
BILL009064,2025-04-05,479,43,3,417,20,62.55,1293.55,Cash
BILL009065,2025-09-30,64,94,3,188,30,101.52,635.52,Card
BILL009066,2025-01-11,930,218,1,400,30,72.0,442.0,UPI
BILL009067,2025-05-18,775,61,2,384,50,92.16,810.16,UPI
BILL009068,2025-02-07,273,102,4,312,50,0.0,1198.0,UPI
BILL009069,2025-06-26,149,105,5,420,0,378.0,2478.0,UPI
BILL009070,2025-07-19,679,162,4,335,30,241.2,1551.2,Cash
BILL009071,2025-02-08,775,114,3,486,30,174.96,1602.96,Card
BILL009072,2025-09-30,813,48,3,423,0,152.28,1421.28,Cash
BILL009073,2025-09-28,54,51,2,181,30,65.16,397.16,UPI
BILL009074,2025-04-05,672,120,3,345,10,186.3,1211.3,Card
BILL009075,2025-10-15,488,224,3,248,10,89.28,823.28,Card
BILL009076,2025-04-02,345,216,1,340,50,40.8,330.8,Cash
BILL009077,2025-12-01,850,189,1,211,50,37.98,198.98,UPI
BILL009078,2025-07-29,973,207,2,249,50,24.9,472.9,Card
BILL009079,2025-11-22,783,81,5,415,0,0.0,2075.0,UPI
BILL009080,2025-04-02,428,79,3,344,10,185.76,1207.76,Cash
BILL009081,2025-02-14,274,164,1,144,0,7.2,151.2,Cash
BILL009082,2025-09-06,853,62,5,322,50,289.8,1849.8,Card
BILL009083,2025-07-17,430,142,4,415,20,83.0,1723.0,Card
BILL009084,2025-03-13,708,146,1,113,20,0.0,93.0,UPI
BILL009085,2025-08-31,490,98,2,413,20,41.3,847.3,Card
BILL009086,2025-11-17,726,178,5,179,10,161.1,1046.1,UPI
BILL009087,2025-07-09,483,61,5,384,20,230.4,2130.4,Cash
BILL009088,2025-06-21,619,203,5,453,50,407.7,2622.7,Card
BILL009089,2025-04-11,831,152,5,259,50,0.0,1245.0,UPI
BILL009090,2025-07-12,593,114,2,486,0,116.64,1088.64,Card
BILL009091,2025-07-07,86,104,1,409,10,49.08,448.08,Cash
BILL009092,2025-02-13,285,80,5,225,20,56.25,1161.25,Card
BILL009093,2025-03-13,305,174,5,383,30,344.7,2229.7,UPI
BILL009094,2025-03-19,661,225,1,285,10,51.3,326.3,UPI
BILL009095,2025-03-25,342,55,1,228,10,11.4,229.4,Card
BILL009096,2025-11-26,255,179,2,125,0,30.0,280.0,UPI
BILL009097,2025-05-10,582,2,2,447,0,44.7,938.7,Cash
BILL009098,2025-05-04,410,190,5,71,30,17.75,342.75,UPI
BILL009099,2025-09-21,440,70,3,420,10,0.0,1250.0,Cash
BILL009100,2025-01-10,522,136,1,64,10,3.2,57.2,Card
BILL009101,2025-05-23,831,65,5,124,50,74.4,644.4,UPI
BILL009102,2025-11-04,87,182,2,138,30,13.8,259.8,Card
BILL009103,2025-11-27,933,56,5,382,50,95.5,1955.5,Card
BILL009104,2025-03-07,26,75,4,390,50,0.0,1510.0,Cash
BILL009105,2025-05-14,927,147,3,293,50,43.95,872.95,UPI
BILL009106,2025-01-28,871,52,5,76,10,19.0,389.0,Card
BILL009107,2025-03-20,231,136,4,64,20,12.8,248.8,Card
BILL009108,2025-08-16,229,51,4,181,0,130.32,854.32,UPI
BILL009109,2025-06-16,680,115,4,246,10,49.2,1023.2,UPI
BILL009110,2025-07-27,185,8,2,305,0,73.2,683.2,UPI
BILL009111,2025-09-12,128,100,3,345,20,0.0,1015.0,UPI
BILL009112,2025-03-05,175,234,1,245,10,12.25,247.25,Cash
BILL009113,2025-06-26,364,219,1,450,30,22.5,442.5,Cash
BILL009114,2025-10-22,818,138,3,451,10,67.65,1410.65,UPI
BILL009115,2025-08-07,169,7,5,63,10,56.7,361.7,UPI
BILL009116,2025-09-09,750,137,5,92,10,82.8,532.8,UPI
BILL009117,2025-01-15,844,23,3,206,10,74.16,682.16,UPI
BILL009118,2025-08-10,256,174,1,383,50,68.94,401.94,Cash
BILL009119,2025-02-08,746,80,1,225,0,11.25,236.25,Card
BILL009120,2025-11-18,349,75,5,390,10,0.0,1940.0,Card
BILL009121,2025-12-03,95,225,5,285,30,256.5,1651.5,Card
BILL009122,2025-01-16,267,235,5,183,10,45.75,950.75,UPI
BILL009123,2025-06-19,413,49,2,120,30,12.0,222.0,Cash
BILL009124,2025-08-10,358,142,5,415,30,103.75,2148.75,Card
BILL009125,2025-11-16,647,85,2,174,0,62.64,410.64,UPI
BILL009126,2025-10-09,101,2,1,447,20,22.35,449.35,Card
BILL009127,2025-11-08,522,107,4,198,0,39.6,831.6,UPI
BILL009128,2025-07-26,998,140,5,409,0,245.4,2290.4,Cash
BILL009129,2025-01-30,599,44,3,174,0,62.64,584.64,Cash
BILL009130,2025-10-24,39,184,5,332,0,83.0,1743.0,Card
BILL009131,2025-01-16,460,10,5,369,50,221.4,2016.4,Card
BILL009132,2025-08-14,196,147,3,293,30,43.95,892.95,UPI
BILL009133,2025-04-05,99,196,5,470,10,282.0,2622.0,UPI
BILL009134,2025-10-03,273,20,2,212,10,76.32,490.32,UPI
BILL009135,2025-01-08,129,48,4,423,30,203.04,1865.04,Card
BILL009136,2025-02-18,327,166,4,408,20,0.0,1612.0,Cash
BILL009137,2025-08-15,383,237,2,345,20,82.8,752.8,Cash
BILL009138,2025-06-13,975,132,5,296,10,74.0,1544.0,Cash
BILL009139,2025-01-07,35,178,2,179,30,64.44,392.44,Cash
BILL009140,2025-06-06,196,77,1,200,20,10.0,190.0,UPI
BILL009141,2025-06-17,906,28,4,105,30,50.4,440.4,Cash
BILL009142,2025-05-09,654,43,3,417,10,62.55,1303.55,Card
BILL009143,2025-10-14,834,148,4,377,10,0.0,1498.0,UPI
BILL009144,2025-08-30,124,84,4,365,20,175.2,1615.2,Cash
BILL009145,2025-06-07,472,187,1,188,0,33.84,221.84,Cash
BILL009146,2025-10-11,720,21,4,364,0,72.8,1528.8,Card
BILL009147,2025-03-25,890,169,2,254,10,0.0,498.0,Cash
BILL009148,2025-09-22,158,13,2,275,10,0.0,540.0,UPI
BILL009149,2025-11-26,849,143,2,228,50,82.08,488.08,Cash
BILL009150,2025-02-25,506,93,1,353,0,17.65,370.65,Cash
BILL009151,2025-12-28,328,77,4,200,30,40.0,810.0,Card
BILL009152,2025-10-14,971,34,2,311,10,74.64,686.64,Cash
BILL009153,2025-09-13,132,214,5,506,10,455.4,2975.4,UPI
BILL009154,2025-01-08,646,187,5,188,0,169.2,1109.2,Cash
BILL009155,2025-02-19,163,21,1,364,0,18.2,382.2,Cash
BILL009156,2025-07-17,427,142,1,415,20,20.75,415.75,Cash
BILL009157,2025-02-11,677,12,3,453,20,163.08,1502.08,Cash
BILL009158,2025-08-04,938,124,3,414,30,0.0,1212.0,UPI
BILL009159,2025-10-19,331,25,5,222,0,55.5,1165.5,UPI
BILL009160,2025-01-21,585,79,2,344,10,123.84,801.84,Cash
BILL009161,2025-12-08,286,35,4,158,30,113.76,715.76,Cash
BILL009162,2025-10-10,253,171,4,162,20,116.64,744.64,Card
BILL009163,2025-03-20,139,40,1,212,50,38.16,200.16,Card
BILL009164,2025-04-06,719,47,4,172,0,34.4,722.4,Card
BILL009165,2025-07-05,461,75,4,390,30,0.0,1530.0,Cash
BILL009166,2025-09-21,76,177,1,410,50,0.0,360.0,Card
BILL009167,2025-05-17,385,57,5,318,10,79.5,1659.5,Cash
BILL009168,2025-06-25,491,215,1,406,0,73.08,479.08,Cash
BILL009169,2025-03-30,983,19,4,380,30,0.0,1490.0,Cash
BILL009170,2025-10-25,376,52,2,76,20,7.6,139.6,Card
BILL009171,2025-04-24,601,46,3,79,30,42.66,249.66,Cash
BILL009172,2025-09-14,520,232,1,148,50,0.0,98.0,UPI
BILL009173,2025-07-16,201,5,1,221,10,26.52,237.52,Card
BILL009174,2025-03-11,979,88,4,104,50,74.88,440.88,UPI
BILL009175,2025-01-11,271,4,3,262,20,141.48,907.48,Cash
BILL009176,2025-01-11,523,131,3,153,30,0.0,429.0,UPI
BILL009177,2025-10-28,468,151,4,304,20,218.88,1414.88,UPI
BILL009178,2025-12-31,676,136,2,64,30,6.4,104.4,Card
BILL009179,2025-03-31,645,230,4,333,50,239.76,1521.76,Card
BILL009180,2025-11-25,487,183,3,513,50,184.68,1673.68,UPI
BILL009181,2025-03-06,820,86,5,271,10,162.6,1507.6,Card
BILL009182,2025-07-31,97,118,2,405,20,0.0,790.0,UPI
BILL009183,2025-06-06,252,48,5,423,20,253.8,2348.8,UPI
BILL009184,2025-01-14,105,184,1,332,0,16.6,348.6,UPI
BILL009185,2025-07-18,383,236,2,253,20,91.08,577.08,Card
BILL009186,2025-03-19,113,181,2,232,10,55.68,509.68,Cash
BILL009187,2025-12-11,593,195,2,337,30,0.0,644.0,UPI
BILL009188,2025-01-24,986,32,1,325,20,39.0,344.0,Cash
BILL009189,2025-12-23,212,232,3,148,0,0.0,444.0,Cash
BILL009190,2025-05-06,733,215,4,406,10,292.32,1906.32,Cash
BILL009191,2025-01-14,937,158,3,181,50,0.0,493.0,UPI
BILL009192,2025-04-18,220,73,1,142,30,7.1,119.1,UPI
BILL009193,2025-07-26,667,54,3,218,10,78.48,722.48,Cash
BILL009194,2025-10-17,86,181,5,232,0,139.2,1299.2,Card
BILL009195,2025-03-22,719,26,3,445,30,0.0,1305.0,Card
BILL009196,2025-07-13,525,141,1,271,10,13.55,274.55,UPI
BILL009197,2025-01-17,4,28,1,105,10,12.6,107.6,Card
BILL009198,2025-12-18,189,125,1,448,0,53.76,501.76,UPI
BILL009199,2025-04-04,864,207,5,249,0,62.25,1307.25,Cash
BILL009200,2025-11-22,33,185,2,436,0,0.0,872.0,UPI
BILL009201,2025-02-15,664,124,3,414,10,0.0,1232.0,UPI
BILL009202,2025-09-15,587,159,4,77,10,55.44,353.44,Card
BILL009203,2025-03-11,422,221,2,167,10,60.12,384.12,UPI
BILL009204,2025-04-22,666,91,4,304,30,60.8,1246.8,Card
BILL009205,2025-06-15,195,216,1,340,30,40.8,350.8,UPI
BILL009206,2025-01-19,360,25,1,222,30,11.1,203.1,UPI
BILL009207,2025-05-22,787,191,1,358,50,0.0,308.0,Card
BILL009208,2025-03-09,887,75,3,390,30,0.0,1140.0,UPI
BILL009209,2025-06-29,983,211,2,208,0,49.92,465.92,UPI
BILL009210,2025-10-28,666,233,2,275,10,66.0,606.0,Card
BILL009211,2025-10-07,168,188,4,477,30,343.44,2221.44,Card
BILL009212,2025-08-11,141,51,4,181,0,130.32,854.32,Card
BILL009213,2025-02-07,768,181,5,232,20,139.2,1279.2,Card
BILL009214,2025-02-07,681,179,5,125,0,75.0,700.0,Card
BILL009215,2025-11-02,877,114,3,486,30,174.96,1602.96,Cash
BILL009216,2025-11-13,739,181,3,232,30,83.52,749.52,UPI
BILL009217,2025-07-13,120,125,4,448,20,215.04,1987.04,Cash
BILL009218,2025-08-08,765,234,2,245,10,24.5,504.5,UPI
BILL009219,2025-09-25,954,113,3,185,50,27.75,532.75,UPI
BILL009220,2025-12-18,374,88,2,104,50,37.44,195.44,UPI
BILL009221,2025-12-10,904,24,5,237,0,59.25,1244.25,Card
BILL009222,2025-10-11,899,164,4,144,10,28.8,594.8,Card
BILL009223,2025-05-10,666,141,4,271,10,54.2,1128.2,UPI
BILL009224,2025-12-28,110,228,3,229,0,123.66,810.66,UPI
BILL009225,2025-11-07,295,37,3,235,0,84.6,789.6,UPI
BILL009226,2025-12-25,442,94,2,188,20,67.68,423.68,Card
BILL009227,2025-01-04,25,61,5,384,20,230.4,2130.4,UPI
BILL009228,2025-07-16,224,37,1,235,0,28.2,263.2,UPI
BILL009229,2025-04-16,245,35,4,158,0,113.76,745.76,UPI
BILL009230,2025-05-24,558,226,2,361,0,36.1,758.1,Card
BILL009231,2025-12-31,531,144,5,278,0,0.0,1390.0,Card
BILL009232,2025-02-01,661,48,4,423,0,203.04,1895.04,UPI
BILL009233,2025-12-21,795,161,5,156,0,0.0,780.0,Card
BILL009234,2025-08-09,226,175,1,466,50,0.0,416.0,Card
BILL009235,2025-02-23,346,98,2,413,20,41.3,847.3,UPI
BILL009236,2025-06-24,898,227,5,193,10,48.25,1003.25,Card
BILL009237,2025-03-13,130,208,3,124,10,44.64,406.64,Card
BILL009238,2025-02-20,21,143,5,228,0,205.2,1345.2,UPI
BILL009239,2025-04-12,653,3,3,374,0,56.1,1178.1,UPI
BILL009240,2025-05-22,107,90,3,423,20,228.42,1477.42,Card
BILL009241,2025-01-22,316,182,2,138,10,13.8,279.8,UPI
BILL009242,2025-12-30,476,188,5,477,30,429.3,2784.3,UPI
BILL009243,2025-09-28,689,202,1,202,20,36.36,218.36,UPI
BILL009244,2025-01-31,371,172,1,238,30,11.9,219.9,UPI
BILL009245,2025-03-12,970,139,3,311,20,46.65,959.65,Card
BILL009246,2025-10-30,386,13,4,275,20,0.0,1080.0,Card
BILL009247,2025-02-24,730,217,4,379,10,181.92,1687.92,UPI
BILL009248,2025-05-05,431,209,5,442,10,397.8,2597.8,Cash
BILL009249,2025-03-11,49,84,5,365,30,219.0,2014.0,UPI
BILL009250,2025-03-24,991,121,5,170,50,42.5,842.5,Card
BILL009251,2025-07-07,465,10,4,369,30,177.12,1623.12,Card
BILL009252,2025-01-29,355,103,2,378,30,37.8,763.8,Cash
BILL009253,2025-03-27,328,124,5,414,50,0.0,2020.0,UPI
BILL009254,2025-04-11,212,154,4,366,10,73.2,1527.2,Cash
BILL009255,2025-10-31,536,220,5,164,0,41.0,861.0,UPI
BILL009256,2025-06-12,836,99,5,111,20,27.75,562.75,UPI
BILL009257,2025-06-01,690,88,2,104,20,37.44,225.44,Card
BILL009258,2025-06-17,52,214,3,506,20,273.24,1771.24,UPI
BILL009259,2025-06-30,555,73,4,142,10,28.4,586.4,Card
BILL009260,2025-06-05,873,179,5,125,50,75.0,650.0,UPI
BILL009261,2025-09-23,688,238,5,283,20,169.8,1564.8,Cash
BILL009262,2025-05-08,184,206,5,440,0,0.0,2200.0,UPI
BILL009263,2025-02-23,569,215,4,406,0,292.32,1916.32,Card
BILL009264,2025-02-28,358,177,5,410,20,0.0,2030.0,UPI
BILL009265,2025-02-26,572,50,2,117,10,28.08,252.08,UPI
BILL009266,2025-11-27,352,65,3,124,0,44.64,416.64,UPI
BILL009267,2025-03-23,42,173,4,167,10,120.24,778.24,UPI
BILL009268,2025-06-13,784,154,1,366,0,18.3,384.3,Cash
BILL009269,2025-11-30,398,148,1,377,50,0.0,327.0,UPI
BILL009270,2025-01-04,532,213,3,109,50,0.0,277.0,Card
BILL009271,2025-02-17,694,56,1,382,0,19.1,401.1,Card
BILL009272,2025-10-03,547,174,1,383,30,68.94,421.94,UPI
BILL009273,2025-02-09,389,233,1,275,20,33.0,288.0,UPI
BILL009274,2025-07-01,195,94,4,188,50,135.36,837.36,UPI
BILL009275,2025-04-25,27,128,4,347,10,249.84,1627.84,Cash
BILL009276,2025-07-10,104,160,5,283,20,254.7,1649.7,UPI
BILL009277,2025-08-07,22,136,2,64,30,6.4,104.4,Cash
BILL009278,2025-12-12,828,73,2,142,30,14.2,268.2,Card
BILL009279,2025-06-16,713,232,3,148,10,0.0,434.0,UPI
BILL009280,2025-11-06,877,110,4,161,30,32.2,646.2,UPI
BILL009281,2025-01-22,327,131,2,153,10,0.0,296.0,Cash
BILL009282,2025-03-12,123,113,5,185,50,46.25,921.25,Cash
BILL009283,2025-06-13,990,37,3,235,20,84.6,769.6,UPI
BILL009284,2025-04-03,547,154,3,366,30,54.9,1122.9,UPI
BILL009285,2025-12-05,703,192,4,475,30,0.0,1870.0,UPI
BILL009286,2025-04-01,163,203,1,453,30,81.54,504.54,Cash
BILL009287,2025-07-05,908,188,1,477,50,85.86,512.86,Cash
BILL009288,2025-09-09,20,11,3,294,10,105.84,977.84,UPI
BILL009289,2025-12-13,996,84,3,365,30,131.4,1196.4,Cash
BILL009290,2025-10-04,413,239,1,254,20,0.0,234.0,UPI
BILL009291,2025-02-13,99,94,4,188,30,135.36,857.36,Cash
BILL009292,2025-09-16,226,34,3,311,0,111.96,1044.96,Card
BILL009293,2025-10-09,363,138,3,451,20,67.65,1400.65,Cash
BILL009294,2025-02-16,484,219,3,450,30,67.5,1387.5,Card
BILL009295,2025-02-03,691,115,1,246,10,12.3,248.3,Cash
BILL009296,2025-09-09,835,122,5,257,30,64.25,1319.25,Card
BILL009297,2025-06-10,942,26,3,445,0,0.0,1335.0,Cash
BILL009298,2025-04-08,747,1,1,125,50,0.0,75.0,UPI
BILL009299,2025-10-09,755,21,1,364,10,18.2,372.2,Cash
BILL009300,2025-10-25,23,196,2,470,50,112.8,1002.8,UPI
BILL009301,2025-06-03,948,112,2,428,50,42.8,848.8,Cash
BILL009302,2025-01-18,699,222,3,428,0,64.2,1348.2,UPI
BILL009303,2025-08-06,57,109,1,379,20,68.22,427.22,Card
BILL009304,2025-10-26,358,177,5,410,20,0.0,2030.0,UPI
BILL009305,2025-03-10,878,29,5,81,30,48.6,423.6,Card
BILL009306,2025-05-31,121,149,2,383,10,0.0,756.0,UPI
BILL009307,2025-10-07,879,27,2,216,0,21.6,453.6,Cash
BILL009308,2025-02-20,211,152,1,259,30,0.0,229.0,UPI
BILL009309,2025-04-20,213,115,5,246,0,61.5,1291.5,UPI
BILL009310,2025-11-02,560,103,1,378,0,18.9,396.9,Cash
BILL009311,2025-09-10,155,169,5,254,20,0.0,1250.0,Card
BILL009312,2025-11-30,758,99,4,111,0,22.2,466.2,Cash
BILL009313,2025-03-29,131,122,4,257,10,51.4,1069.4,UPI
BILL009314,2025-01-22,208,113,3,185,30,27.75,552.75,Card
BILL009315,2025-03-18,893,145,2,477,50,47.7,951.7,Card
BILL009316,2025-08-15,61,73,2,142,10,14.2,288.2,Card
BILL009317,2025-08-22,671,38,5,479,0,119.75,2514.75,UPI
BILL009318,2025-10-07,271,230,3,333,0,179.82,1178.82,UPI
BILL009319,2025-07-01,172,56,1,382,10,19.1,391.1,UPI
BILL009320,2025-02-16,771,203,4,453,10,326.16,2128.16,Cash
BILL009321,2025-02-22,942,134,5,242,0,145.2,1355.2,Card
BILL009322,2025-10-12,854,17,3,409,30,61.35,1258.35,Cash
BILL009323,2025-12-17,236,71,2,404,50,0.0,758.0,Card
BILL009324,2025-05-11,27,29,2,81,20,19.44,161.44,Card
BILL009325,2025-05-20,730,231,3,397,30,214.38,1375.38,Cash
BILL009326,2025-06-29,941,190,2,71,0,7.1,149.1,Card
BILL009327,2025-07-05,404,185,2,436,20,0.0,852.0,Cash
BILL009328,2025-08-15,210,205,5,126,10,31.5,651.5,UPI
BILL009329,2025-11-25,251,9,1,383,10,19.15,392.15,Card
BILL009330,2025-07-17,212,92,4,337,10,0.0,1338.0,Card
BILL009331,2025-07-13,989,73,4,142,30,28.4,566.4,Cash
BILL009332,2025-03-29,314,145,2,477,30,47.7,971.7,UPI
BILL009333,2025-11-20,416,5,1,221,30,26.52,217.52,Cash
BILL009334,2025-01-15,897,10,2,369,10,88.56,816.56,Card
BILL009335,2025-06-17,861,60,4,342,0,0.0,1368.0,Card
BILL009336,2025-03-05,359,84,1,365,0,43.8,408.8,Card
BILL009337,2025-06-19,629,77,1,200,30,10.0,180.0,UPI
BILL009338,2025-05-25,74,129,5,500,30,125.0,2595.0,Card
BILL009339,2025-10-10,926,9,1,383,50,19.15,352.15,Cash
BILL009340,2025-10-12,6,15,5,372,10,223.2,2073.2,Cash
BILL009341,2025-03-14,63,172,1,238,30,11.9,219.9,Cash
BILL009342,2025-08-16,842,95,1,272,30,13.6,255.6,Cash
BILL009343,2025-08-05,534,149,5,383,10,0.0,1905.0,Card
BILL009344,2025-10-28,303,100,1,345,30,0.0,315.0,Cash
BILL009345,2025-04-22,580,9,1,383,50,19.15,352.15,UPI
BILL009346,2025-01-25,882,10,1,369,20,44.28,393.28,Card
BILL009347,2025-11-29,353,69,2,277,30,27.7,551.7,Cash
BILL009348,2025-03-02,1000,131,2,153,50,0.0,256.0,Cash
BILL009349,2025-07-09,800,129,4,500,20,100.0,2080.0,Card
BILL009350,2025-03-23,107,210,3,319,20,172.26,1109.26,Card
BILL009351,2025-07-24,482,63,1,321,0,57.78,378.78,UPI
BILL009352,2025-06-22,348,122,3,257,20,38.55,789.55,Cash
BILL009353,2025-07-08,525,215,2,406,0,146.16,958.16,Cash
BILL009354,2025-02-03,890,57,1,318,10,15.9,323.9,UPI
BILL009355,2025-08-22,423,131,5,153,30,0.0,735.0,Card
BILL009356,2025-01-13,737,126,2,219,30,0.0,408.0,Card
BILL009357,2025-09-26,577,176,4,341,20,68.2,1412.2,Card
BILL009358,2025-04-27,207,32,2,325,10,78.0,718.0,UPI
BILL009359,2025-11-25,988,204,2,73,10,0.0,136.0,UPI
BILL009360,2025-09-24,927,82,3,188,30,0.0,534.0,Cash
BILL009361,2025-04-23,568,91,1,304,30,15.2,289.2,UPI
BILL009362,2025-09-18,764,141,2,271,20,27.1,549.1,UPI
BILL009363,2025-03-15,538,147,2,293,30,29.3,585.3,UPI
BILL009364,2025-10-29,969,179,3,125,10,45.0,410.0,Card
BILL009365,2025-10-13,218,220,1,164,20,8.2,152.2,Cash
BILL009366,2025-05-13,529,57,1,318,0,15.9,333.9,Card
BILL009367,2025-06-08,438,175,3,466,30,0.0,1368.0,Card
BILL009368,2025-06-12,753,26,3,445,10,0.0,1325.0,Cash
BILL009369,2025-08-23,589,53,4,499,50,99.8,2045.8,Card
BILL009370,2025-11-03,70,183,4,513,30,246.24,2268.24,UPI
BILL009371,2025-05-05,856,88,2,104,0,37.44,245.44,Cash
BILL009372,2025-06-24,621,83,3,459,20,247.86,1604.86,Card
BILL009373,2025-07-30,127,90,5,423,50,380.7,2445.7,UPI
BILL009374,2025-06-22,488,45,3,415,0,0.0,1245.0,Card
BILL009375,2025-12-04,474,86,5,271,0,162.6,1517.6,Card
BILL009376,2025-09-16,526,191,3,358,20,0.0,1054.0,UPI
BILL009377,2025-04-18,853,238,1,283,50,33.96,266.96,UPI
BILL009378,2025-05-05,577,63,4,321,20,231.12,1495.12,Cash
BILL009379,2025-10-13,633,194,2,476,50,0.0,902.0,UPI
BILL009380,2025-01-20,606,226,3,361,50,54.15,1087.15,UPI
BILL009381,2025-06-04,335,155,5,281,0,252.9,1657.9,UPI
BILL009382,2025-02-27,97,81,3,415,10,0.0,1235.0,UPI
BILL009383,2025-03-19,959,3,3,374,50,56.1,1128.1,Card
BILL009384,2025-04-19,250,87,1,467,30,0.0,437.0,Card
BILL009385,2025-02-06,982,169,4,254,50,0.0,966.0,Card
BILL009386,2025-11-19,551,174,3,383,20,206.82,1335.82,Card
BILL009387,2025-08-25,391,97,5,473,20,425.7,2770.7,UPI
BILL009388,2025-10-03,997,62,3,322,0,173.88,1139.88,UPI
BILL009389,2025-07-03,772,205,1,126,0,6.3,132.3,Card
BILL009390,2025-07-17,387,57,3,318,0,47.7,1001.7,UPI
BILL009391,2025-12-14,103,198,3,333,0,179.82,1178.82,UPI
BILL009392,2025-09-02,522,195,3,337,50,0.0,961.0,Card
BILL009393,2025-11-06,880,156,2,314,0,75.36,703.36,Cash
BILL009394,2025-11-08,724,235,3,183,20,27.45,556.45,Card
BILL009395,2025-03-25,829,13,4,275,10,0.0,1090.0,UPI
BILL009396,2025-12-20,47,46,4,79,50,56.88,322.88,UPI
BILL009397,2025-03-17,137,16,4,410,30,196.8,1806.8,Cash
BILL009398,2025-04-09,748,180,3,189,50,0.0,517.0,Card
BILL009399,2025-07-26,548,118,3,405,0,0.0,1215.0,UPI
BILL009400,2025-08-11,169,138,3,451,10,67.65,1410.65,Card
BILL009401,2025-11-20,528,87,1,467,0,0.0,467.0,UPI
BILL009402,2025-03-30,840,136,3,64,10,9.6,191.6,Card
BILL009403,2025-06-29,179,120,2,345,10,124.2,804.2,UPI
BILL009404,2025-03-14,672,112,3,428,0,64.2,1348.2,Cash
BILL009405,2025-08-20,927,107,5,198,20,49.5,1019.5,Card
BILL009406,2025-11-07,84,87,1,467,10,0.0,457.0,Cash
BILL009407,2025-02-18,930,144,2,278,30,0.0,526.0,Card
BILL009408,2025-01-21,425,46,5,79,10,71.1,456.1,Card
BILL009409,2025-08-16,966,74,2,483,30,48.3,984.3,UPI
BILL009410,2025-01-25,559,167,5,420,30,0.0,2070.0,Card
BILL009411,2025-07-15,822,125,4,448,0,215.04,2007.04,UPI
BILL009412,2025-05-31,310,33,2,395,20,0.0,770.0,UPI
BILL009413,2025-12-03,105,174,3,383,20,206.82,1335.82,Card
BILL009414,2025-12-16,432,101,2,501,50,180.36,1132.36,UPI
BILL009415,2025-12-10,145,226,1,361,50,18.05,329.05,Cash
BILL009416,2025-11-08,927,126,3,219,0,0.0,657.0,Card
BILL009417,2025-09-05,504,53,1,499,20,24.95,503.95,UPI
BILL009418,2025-06-14,604,112,5,428,20,107.0,2227.0,Cash
BILL009419,2025-04-18,825,116,2,225,0,54.0,504.0,Card
BILL009420,2025-08-15,260,33,4,395,50,0.0,1530.0,UPI
BILL009421,2025-05-06,995,5,1,221,50,26.52,197.52,UPI
BILL009422,2025-10-26,719,158,2,181,50,0.0,312.0,Cash
BILL009423,2025-04-02,430,75,5,390,50,0.0,1900.0,Cash
BILL009424,2025-09-16,174,82,4,188,20,0.0,732.0,UPI
BILL009425,2025-01-14,788,174,4,383,30,275.76,1777.76,Cash
BILL009426,2025-03-30,484,78,4,452,30,216.96,1994.96,UPI
BILL009427,2025-09-08,596,221,2,167,20,60.12,374.12,Cash
BILL009428,2025-11-16,410,174,3,383,10,206.82,1345.82,Card
BILL009429,2025-06-12,120,177,4,410,30,0.0,1610.0,Card
BILL009430,2025-04-19,133,212,3,285,30,102.6,927.6,UPI
BILL009431,2025-10-31,620,224,2,248,10,59.52,545.52,Card
BILL009432,2025-12-02,220,216,4,340,30,163.2,1493.2,Cash
BILL009433,2025-05-11,518,75,3,390,20,0.0,1150.0,Card
BILL009434,2025-06-02,203,131,3,153,10,0.0,449.0,Card
BILL009435,2025-12-30,312,188,4,477,0,343.44,2251.44,Card
BILL009436,2025-01-08,855,16,5,410,10,246.0,2286.0,Cash
BILL009437,2025-03-11,218,219,5,450,50,112.5,2312.5,Card
BILL009438,2025-05-23,28,103,4,378,30,75.6,1557.6,Card
BILL009439,2025-04-21,341,223,3,324,30,174.96,1116.96,Cash
BILL009440,2025-07-04,518,58,5,371,20,0.0,1835.0,Cash
BILL009441,2025-03-26,222,162,3,335,20,180.9,1165.9,UPI
BILL009442,2025-05-25,120,66,2,161,10,57.96,369.96,UPI
BILL009443,2025-09-26,356,139,2,311,10,31.1,643.1,Card
BILL009444,2025-04-27,508,175,2,466,0,0.0,932.0,UPI
BILL009445,2025-04-18,692,90,4,423,10,304.56,1986.56,UPI
BILL009446,2025-04-18,511,140,5,409,20,245.4,2270.4,Cash
BILL009447,2025-09-27,683,79,3,344,30,185.76,1187.76,Cash
BILL009448,2025-05-06,531,43,3,417,50,62.55,1263.55,Card
